Zona;Subzona;Cantón;Presunta_Subinfracción;Fecha de Detención;Sexo;Edad;Nacionalidad
ZONA 7;LOJA;LOJA;ABUSO SEXUAL;22/12/2019;HOMBRE;56;ECUATORIANO
ZONA 2;ORELLANA;ORELLANA;BOLETA DE DETENCIÓN/CAPTURA;24/12/2019;HOMBRE;18;ECUATORIANO
ZONA 5;GUAYAS;MILAGRO;TRÁFICO ILÍCITO DE SUSTANCIAS CATALOGADAS SUJETAS A FISCALIZACIÓN;5/12/2019;MUJER;18;ECUATORIANO
ZONA 4;MANABI;PORTOVIEJO;VIOLENCIA CONTRA LA MUJER O MIEMBROS DEL NÚCLEO FAMILIAR;8/12/2019;HOMBRE;36;ECUATORIANO
ZONA 5;GUAYAS;NARANJAL;TENENCIA Y PORTE DE ARMAS;9/12/2019;HOMBRE;29;ECUATORIANO
ZONA 2;ORELLANA;LA JOYA DE LOS SACHAS;CONTRAVENCIONES DE PRIMERA CLASE;25/12/2019;HOMBRE;39;ECUATORIANO
ZONA 3;CHIMBORAZO;RIOBAMBA;ROBO DE CARROS;1/12/2019;HOMBRE;30;ECUATORIANO
ZONA 7;LOJA;CALVAS;AGRAVANTES EN INFRACCIONES DE TRÁNSITO;15/12/2019;HOMBRE;18;ECUATORIANO
ZONA 2;ORELLANA;ORELLANA;CONDUCCIÓN DE VEHÍCULO EN ESTADO DE EMBRIAGUEZ;1/12/2019;HOMBRE;19;ECUATORIANO
ZONA 4;MANABI;PORTOVIEJO;TENENCIA Y PORTE DE ARMAS;31/12/2019;HOMBRE;23;ECUATORIANO
ZONA 8;DMG;GUAYAQUIL;VIOLACIÓN;12/12/2019;HOMBRE;22;ECUATORIANO
ZONA 8;DMG;GUAYAQUIL;PRODUCCIÓN ILÍCITA DE SUSTANCIAS CATALOGADAS SUJETAS A FISCALIZACIÓN;6/12/2019;HOMBRE;71;ECUATORIANO
ZONA 9;DMQ;QUITO;TRÁFICO ILÍCITO DE SUSTANCIAS CATALOGADAS SUJETAS A FISCALIZACIÓN;20/12/2019;HOMBRE;29;MALAYO
ZONA 1;IMBABURA;IBARRA;TENTATIVA ;9/12/2019;HOMBRE;22;ECUATORIANO
ZONA 3;PASTAZA;PASTAZA;BOLETA DE APREMIO;13/12/2019;HOMBRE;34;ECUATORIANO
ZONA 8;DMG;GUAYAQUIL;BOLETA DE APREMIO;10/12/2019;HOMBRE;23;ECUATORIANO
ZONA 9;DMQ;QUITO;LESIONES CAUSADAS POR ACCIDENTE DE TRÁNSITO;3/12/2019;HOMBRE;38;ECUATORIANO
ZONA 6;CAÑAR;LA TRONCAL;BOLETA DE AUXILIO ;30/12/2019;HOMBRE;26;ECUATORIANO
ZONA 9;DMQ;QUITO;BOLETA DE APREMIO;1/12/2019;HOMBRE;46;ECUATORIANO
ZONA 5;BOLIVAR;GUARANDA;ROBO A PERSONAS;21/12/2019;HOMBRE;25;ECUATORIANO
ZONA 1;ESMERALDAS;ESMERALDAS;ACTIVIDAD ILÍCITA DE RECURSOS MINEROS;24/12/2019;HOMBRE;23;ECUATORIANO
ZONA 9;DMQ;QUITO;VIOLENCIA CONTRA LA MUJER O MIEMBROS DEL NÚCLEO FAMILIAR;22/12/2019;HOMBRE;43;ECUATORIANO
ZONA 1;CARCHI;TULCAN;TRÁFICO ILÍCITO DE SUSTANCIAS CATALOGADAS SUJETAS A FISCALIZACIÓN;4/12/2019;HOMBRE;22;COLOMBIANO
ZONA 7;ZAMORA CHINCHIPE;CENTINELA DEL CONDOR;VIOLENCIA CONTRA LA MUJER O MIEMBROS DEL NÚCLEO FAMILIAR;28/12/2019;HOMBRE;24;ECUATORIANO
ZONA 5;GUAYAS;PALESTINA;ROBO A PERSONAS;12/12/2019;HOMBRE;28;ECUATORIANO
ZONA 6;CAÑAR;AZOGUES;VIOLENCIA CONTRA LA MUJER O MIEMBROS DEL NÚCLEO FAMILIAR;23/12/2019;HOMBRE;20;ECUATORIANO
ZONA 9;DMQ;QUITO;BOLETA DE DETENCIÓN/CAPTURA;19/12/2019;MUJER;21;ECUATORIANO
ZONA 8;DMG;GUAYAQUIL;BOLETA DE APREMIO;17/12/2019;HOMBRE;57;ECUATORIANO
ZONA 2;PICHINCHA;CAYAMBE;ROBO A PERSONAS;1/12/2019;HOMBRE;34;VENEZOLANO
ZONA 5;GUAYAS;NARANJITO;VIOLENCIA FÍSICA CONTRA LA MUJER O MIEMBROS DEL NÚCLEO FAMILIAR;13/12/2019;HOMBRE;21;ECUATORIANO
ZONA 5;LOS RIOS;QUEVEDO;VIOLENCIA CONTRA LA MUJER O MIEMBROS DEL NÚCLEO FAMILIAR;15/12/2019;HOMBRE;39;ECUATORIANO
ZONA 8;DMG;GUAYAQUIL;TRÁFICO ILÍCITO DE SUSTANCIAS CATALOGADAS SUJETAS A FISCALIZACIÓN;19/12/2019;HOMBRE;26;VENEZOLANO
ZONA 8;DMG;GUAYAQUIL;VIOLENCIA FÍSICA CONTRA LA MUJER O MIEMBROS DEL NÚCLEO FAMILIAR;9/12/2019;HOMBRE;59;ECUATORIANO
ZONA 2;ORELLANA;ORELLANA;CONDUCCIÓN DE VEHÍCULO EN ESTADO DE EMBRIAGUEZ;22/12/2019;HOMBRE;24;ECUATORIANO
ZONA 3;CHIMBORAZO;RIOBAMBA;ROBO DOMICILIO;29/12/2019;HOMBRE;42;ECUATORIANO
ZONA 5;GUAYAS;MILAGRO;ATAQUE O RESISTENCIA;23/12/2019;HOMBRE;26;ECUATORIANO
ZONA 5;GUAYAS;MILAGRO;ATAQUE O RESISTENCIA;23/12/2019;HOMBRE;40;ECUATORIANO
ZONA 7;ZAMORA CHINCHIPE;EL PANGUI;CONTRAVENCIONES DE CUARTA CLASE;29/12/2019;HOMBRE;22;ECUATORIANO
ZONA 7;EL ORO;MACHALA;CONTRAVENCIONES DE TRÁNSITO DE SEXTA CLASE;21/12/2019;HOMBRE;38;ECUATORIANO
ZONA 1;IMBABURA;ANTONIO ANTE;ROBO DOMICILIO;12/12/2019;HOMBRE;17;ECUATORIANO
ZONA 8;DMG;GUAYAQUIL;TENTATIVA ;4/12/2019;HOMBRE;34;ECUATORIANO
ZONA 7;EL ORO;HUAQUILLAS;CONTRAVENCIONES DE SEGUNDA CLASE;29/12/2019;HOMBRE;29;ECUATORIANO
ZONA 8;DMG;DURAN;TENTATIVA ;14/12/2019;HOMBRE;SIN DATO;COLOMBIANO
ZONA 3;COTOPAXI;LATACUNGA;TRÁFICO ILÍCITO DE SUSTANCIAS CATALOGADAS SUJETAS A FISCALIZACIÓN;13/12/2019;HOMBRE;21;ECUATORIANO
ZONA 4;SANTO DOMINGO DE LOS TSACHILAS;SANTO DOMINGO;TENTATIVA ;12/12/2019;HOMBRE;31;COLOMBIANO
ZONA 8;DMG;GUAYAQUIL;VIOLENCIA FÍSICA CONTRA LA MUJER O MIEMBROS DEL NÚCLEO FAMILIAR;8/12/2019;HOMBRE;33;ECUATORIANO
ZONA 6;AZUAY;CUENCA;VIOLENCIA FÍSICA CONTRA LA MUJER O MIEMBROS DEL NÚCLEO FAMILIAR;15/12/2019;HOMBRE;45;PAPÚ
ZONA 2;ORELLANA;LA JOYA DE LOS SACHAS;VIOLENCIA CONTRA LA MUJER O MIEMBROS DEL NÚCLEO FAMILIAR;18/12/2019;MUJER;39;ECUATORIANO
ZONA 7;LOJA;CELICA;INTIMIDACIÓN;17/12/2019;HOMBRE;32;ECUATORIANO
ZONA 2;ORELLANA;ORELLANA;BOLETA DE APREMIO;2/12/2019;HOMBRE;25;ECUATORIANO
ZONA 7;EL ORO;MACHALA;BOLETA DE APREMIO;24/12/2019;HOMBRE;25;ECUATORIANO
ZONA 5;GUAYAS;NARANJAL;TENENCIA Y PORTE DE ARMAS;9/12/2019;HOMBRE;28;ECUATORIANO
ZONA 3;CHIMBORAZO;RIOBAMBA;INGRESO DE ARTÍCULOS PROHIBIDOS;18/12/2019;MUJER;24;ECUATORIANO
ZONA 5;GUAYAS;EMPALME;ROBO DE CARROS;13/12/2019;HOMBRE;31;ECUATORIANO
ZONA 6;MORONA SANTIAGO;MORONA;CONTRAVENCIONES DE SEGUNDA CLASE;22/12/2019;HOMBRE;19;ECUATORIANO
ZONA 6;MORONA SANTIAGO;MORONA;VIOLENCIA FÍSICA CONTRA LA MUJER O MIEMBROS DEL NÚCLEO FAMILIAR;22/12/2019;HOMBRE;23;ECUATORIANO
ZONA 1;IMBABURA;IBARRA;VIOLENCIA FÍSICA CONTRA LA MUJER O MIEMBROS DEL NÚCLEO FAMILIAR;28/12/2019;HOMBRE;30;ECUATORIANO
ZONA 1;CARCHI;TULCAN;CONDUCCIÓN DE VEHÍCULO EN ESTADO DE EMBRIAGUEZ;15/12/2019;HOMBRE;19;ECUATORIANO
ZONA 1;CARCHI;TULCAN;CONDUCCIÓN DE VEHÍCULO EN ESTADO DE EMBRIAGUEZ;12/12/2019;HOMBRE;34;ECUATORIANO
ZONA 7;EL ORO;SANTA ROSA;CONTRAVENCIONES DE PRIMERA CLASE;22/12/2019;HOMBRE;36;ECUATORIANO
ZONA 9;DMQ;QUITO;BOLETA DE APREMIO;20/12/2019;HOMBRE;42;ECUATORIANO
ZONA 7;EL ORO;MACHALA;ROBO A PERSONAS;27/12/2019;HOMBRE;20;ECUATORIANO
ZONA 2;ORELLANA;ORELLANA;VIOLENCIA FÍSICA CONTRA LA MUJER O MIEMBROS DEL NÚCLEO FAMILIAR;8/12/2019;HOMBRE;42;ECUATORIANO
ZONA 7;EL ORO;PASAJE;ROBO;14/12/2019;HOMBRE;50;ECUATORIANO
ZONA 1;ESMERALDAS;ESMERALDAS;ROBO A PERSONAS;3/12/2019;HOMBRE;21;ECUATORIANO
ZONA 4;SANTO DOMINGO DE LOS TSACHILAS;SANTO DOMINGO;CONTRAVENCIÓN DE HURTO;5/12/2019;MUJER;41;ECUATORIANO
ZONA 1;ESMERALDAS;ESMERALDAS;LESIONES;22/12/2019;HOMBRE;22;ECUATORIANO
ZONA 3;TUNGURAHUA;SANTIAGO DE PILLARO;BOLETA DE APREMIO;6/12/2019;HOMBRE;44;ECUATORIANO
ZONA 9;DMQ;QUITO;TRÁFICO ILÍCITO DE SUSTANCIAS CATALOGADAS SUJETAS A FISCALIZACIÓN;21/12/2019;HOMBRE;20;ECUATORIANO
ZONA 1;IMBABURA;IBARRA;DAÑO A BIEN AJENO;3/12/2019;HOMBRE;26;ECUATORIANO
ZONA 8;DMG;GUAYAQUIL;BOLETA DE APREMIO;9/12/2019;HOMBRE;28;ECUATORIANO
ZONA 9;DMQ;QUITO;ROBO DOMICILIO;10/12/2019;HOMBRE;49;ECUATORIANO
ZONA 2;PICHINCHA;PUERTO QUITO;CONTRAVENCIONES DE TRÁNSITO DE PRIMERA CLASE;11/12/2019;HOMBRE;23;ECUATORIANO
ZONA 8;DMG;DURAN;ROBO DE MOTOS;14/12/2019;HOMBRE;17;ECUATORIANO
ZONA 8;DMG;GUAYAQUIL;TRÁFICO ILÍCITO DE SUSTANCIAS CATALOGADAS SUJETAS A FISCALIZACIÓN;8/12/2019;HOMBRE;36;ECUATORIANO
ZONA 4;MANABI;MONTECRISTI;CONTRAVENCIONES DE SEGUNDA CLASE;23/12/2019;HOMBRE;41;ECUATORIANO
ZONA 8;DMG;GUAYAQUIL;TENENCIA Y PORTE DE ARMAS;6/12/2019;HOMBRE;42;ECUATORIANO
ZONA 8;DMG;GUAYAQUIL;ROBO A PERSONAS;2/12/2019;HOMBRE;24;ECUATORIANO
ZONA 5;LOS RIOS;BUENA FE;ROBO A PERSONAS;30/12/2019;HOMBRE;20;ECUATORIANO
ZONA 6;CAÑAR;AZOGUES;ROBO A PERSONAS;27/12/2019;HOMBRE;19;VENEZOLANO
ZONA 1;CARCHI;TULCAN;TRÁFICO ILÍCITO DE SUSTANCIAS CATALOGADAS SUJETAS A FISCALIZACIÓN;4/12/2019;MUJER;22;COLOMBIANO
ZONA 8;DMG;GUAYAQUIL;TENENCIA Y PORTE DE ARMAS;25/12/2019;HOMBRE;22;ECUATORIANO
ZONA 7;EL ORO;PASAJE;CONTRAVENCIONES DE TRÁNSITO DE PRIMERA CLASE;17/12/2019;HOMBRE;19;ECUATORIANO
ZONA 5;GUAYAS;NOBOL;RECEPTACIÓN;8/12/2019;HOMBRE;40;ECUATORIANO
ZONA 3;TUNGURAHUA;AMBATO;ABUSO SEXUAL;5/12/2019;HOMBRE;47;ECUATORIANO
ZONA 4;SANTO DOMINGO DE LOS TSACHILAS;SANTO DOMINGO;BOLETA DE APREMIO;11/12/2019;HOMBRE;36;ECUATORIANO
ZONA 9;DMQ;QUITO;ROBO A PERSONAS;13/12/2019;HOMBRE;25;ECUATORIANO
ZONA 1;ESMERALDAS;ESMERALDAS;CONDUCCIÓN DE VEHÍCULO EN ESTADO DE EMBRIAGUEZ;8/12/2019;HOMBRE;27;ECUATORIANO
ZONA 3;COTOPAXI;LATACUNGA;TRÁFICO ILÍCITO DE SUSTANCIAS CATALOGADAS SUJETAS A FISCALIZACIÓN;27/12/2019;MUJER;32;ECUATORIANO
ZONA 5;SANTA ELENA;SANTA ELENA;BOLETA DE APREMIO;6/12/2019;HOMBRE;33;ECUATORIANO
ZONA 8;DMG;GUAYAQUIL;ASESINATO;5/12/2019;HOMBRE;22;ECUATORIANO
ZONA 4;SANTO DOMINGO DE LOS TSACHILAS;SANTO DOMINGO;ROBO A PERSONAS;3/12/2019;HOMBRE;18;ECUATORIANO
ZONA 1;ESMERALDAS;SAN LORENZO;VIOLENCIA CONTRA LA MUJER O MIEMBROS DEL NÚCLEO FAMILIAR;30/12/2019;HOMBRE;32;ECUATORIANO
ZONA 9;DMQ;QUITO;TRÁFICO ILÍCITO DE SUSTANCIAS CATALOGADAS SUJETAS A FISCALIZACIÓN;5/12/2019;HOMBRE;23;COLOMBIANO
ZONA 2;ORELLANA;LA JOYA DE LOS SACHAS;CONDUCCIÓN DE VEHÍCULO EN ESTADO DE EMBRIAGUEZ;25/12/2019;HOMBRE;56;ECUATORIANO
ZONA 7;LOJA;LOJA;ROBO A PERSONAS;12/12/2019;HOMBRE;25;ECUATORIANO
ZONA 1;IMBABURA;ANTONIO ANTE;CONDUCCIÓN DE VEHÍCULO EN ESTADO DE EMBRIAGUEZ;21/12/2019;HOMBRE;22;ECUATORIANO
ZONA 4;SANTO DOMINGO DE LOS TSACHILAS;SANTO DOMINGO;VIOLENCIA FÍSICA CONTRA LA MUJER O MIEMBROS DEL NÚCLEO FAMILIAR;21/12/2019;HOMBRE;26;ECUATORIANO
ZONA 7;LOJA;LOJA;BOLETA DE AUXILIO ;13/12/2019;HOMBRE;41;ECUATORIANO
ZONA 7;LOJA;LOJA;VIOLENCIA CONTRA LA MUJER O MIEMBROS DEL NÚCLEO FAMILIAR;1/12/2019;HOMBRE;20;ECUATORIANO
ZONA 5;LOS RIOS;MONTALVO;CONTRAVENCIONES DE TRÁNSITO DE PRIMERA CLASE;4/12/2019;HOMBRE;25;ECUATORIANO
ZONA 8;DMG;GUAYAQUIL;ROBO DE MOTOS;10/12/2019;HOMBRE;SIN DATO;ECUATORIANO
ZONA 7;EL ORO;PIÃ‘AS;VIOLENCIA CONTRA LA MUJER O MIEMBROS DEL NÚCLEO FAMILIAR;4/12/2019;HOMBRE;43;ECUATORIANO
ZONA 7;EL ORO;PASAJE;VIOLENCIA CONTRA LA MUJER O MIEMBROS DEL NÚCLEO FAMILIAR;28/12/2019;HOMBRE;24;ECUATORIANO
ZONA 7;EL ORO;PASAJE;VIOLENCIA CONTRA LA MUJER O MIEMBROS DEL NÚCLEO FAMILIAR;28/12/2019;HOMBRE;21;ECUATORIANO
ZONA 8;DMG;GUAYAQUIL;TRÁFICO ILÍCITO DE SUSTANCIAS CATALOGADAS SUJETAS A FISCALIZACIÓN;31/12/2019;HOMBRE;19;ECUATORIANO
ZONA 1;ESMERALDAS;ESMERALDAS;CONDUCCIÓN DE VEHÍCULO EN ESTADO DE EMBRIAGUEZ;22/12/2019;HOMBRE;34;COLOMBIANO
ZONA 7;EL ORO;MACHALA;INTERCEPTACION ILEGAL DE DATOS;9/12/2019;HOMBRE;24;ECUATORIANO
ZONA 5;LOS RIOS;VENTANAS;VIOLENCIA FÍSICA CONTRA LA MUJER O MIEMBROS DEL NÚCLEO FAMILIAR;11/12/2019;HOMBRE;27;ECUATORIANO
ZONA 2;ORELLANA;LA JOYA DE LOS SACHAS;ABUSO SEXUAL;21/12/2019;HOMBRE;60;ECUATORIANO
ZONA 9;DMQ;QUITO;BOLETA DE APREMIO;5/12/2019;HOMBRE;36;ECUATORIANO
ZONA 1;CARCHI;TULCAN;TRÁFICO ILÍCITO DE SUSTANCIAS CATALOGADAS SUJETAS A FISCALIZACIÓN;28/12/2019;HOMBRE;17;ECUATORIANO
ZONA 4;SANTO DOMINGO DE LOS TSACHILAS;SANTO DOMINGO;ROBO A PERSONAS;10/12/2019;HOMBRE;20;ECUATORIANO
ZONA 8;DMG;GUAYAQUIL;TENENCIA Y PORTE DE ARMAS;26/12/2019;HOMBRE;25;ECUATORIANO
ZONA 4;SANTO DOMINGO DE LOS TSACHILAS;SANTO DOMINGO;VIOLENCIA CONTRA LA MUJER O MIEMBROS DEL NÚCLEO FAMILIAR;18/12/2019;HOMBRE;24;ECUATORIANO
ZONA 3;TUNGURAHUA;SAN PEDRO DE PELILEO;BOLETA DE DETENCIÓN/CAPTURA;15/12/2019;HOMBRE;40;ECUATORIANO
ZONA 2;NAPO;TENA;VIOLENCIA FÍSICA CONTRA LA MUJER O MIEMBROS DEL NÚCLEO FAMILIAR;8/12/2019;HOMBRE;39;ECUATORIANO
ZONA 7;EL ORO;SANTA ROSA;VIOLENCIA FÍSICA CONTRA LA MUJER O MIEMBROS DEL NÚCLEO FAMILIAR;8/12/2019;HOMBRE;31;ECUATORIANO
ZONA 8;DMG;GUAYAQUIL;ROBO A PERSONAS;4/12/2019;HOMBRE;23;ECUATORIANO
ZONA 8;DMG;GUAYAQUIL;BOLETA DE APREMIO;19/12/2019;HOMBRE;35;ECUATORIANO
ZONA 5;GUAYAS;BALAO;ROBO DOMICILIO;19/12/2019;HOMBRE;47;ECUATORIANO
ZONA 8;DMG;GUAYAQUIL;ROBO A PERSONAS;2/12/2019;HOMBRE;25;VENEZOLANO
ZONA 7;EL ORO;MACHALA;CONTRAVENCIONES DE PRIMERA CLASE;25/12/2019;HOMBRE;26;ECUATORIANO
ZONA 7;EL ORO;MACHALA;CONTRAVENCIONES DE PRIMERA CLASE;25/12/2019;HOMBRE;23;ECUATORIANO
ZONA 9;DMQ;QUITO;TRÁFICO ILÍCITO DE SUSTANCIAS CATALOGADAS SUJETAS A FISCALIZACIÓN;15/12/2019;HOMBRE;35;VENEZOLANO
ZONA 7;EL ORO;MACHALA;CONDUCCIÓN DE VEHÍCULO EN ESTADO DE EMBRIAGUEZ;7/12/2019;HOMBRE;32;ECUATORIANO
ZONA 4;MANABI;SANTA ANA;HURTO;14/12/2019;HOMBRE;36;ECUATORIANO
ZONA 2;PICHINCHA;MEJIA;CONDUCCIÓN DE VEHÍCULO EN ESTADO DE EMBRIAGUEZ;1/12/2019;HOMBRE;33;ECUATORIANO
ZONA 8;DMG;GUAYAQUIL;TENENCIA Y PORTE DE ARMAS;12/12/2019;HOMBRE;35;ECUATORIANO
ZONA 5;LOS RIOS;BUENA FE;TRÁFICO ILÍCITO DE SUSTANCIAS CATALOGADAS SUJETAS A FISCALIZACIÓN;6/12/2019;HOMBRE;34;ECUATORIANO
ZONA 3;CHIMBORAZO;CUMANDA;CONTRAVENCIONES DE PRIMERA CLASE;29/12/2019;HOMBRE;35;ECUATORIANO
ZONA 2;ORELLANA;ORELLANA;DELITOS CONTRA LA FLORA Y FAUNA SILVESTRES;9/12/2019;HOMBRE;32;ECUATORIANO
ZONA 6;AZUAY;CUENCA;VIOLENCIA CONTRA LA MUJER O MIEMBROS DEL NÚCLEO FAMILIAR;27/12/2019;HOMBRE;33;ECUATORIANO
ZONA 5;LOS RIOS;BABAHOYO;ESTAFA;4/12/2019;HOMBRE;56;ECUATORIANO
ZONA 6;MORONA SANTIAGO;PALORA;CONDUCCIÓN DE VEHÍCULO EN ESTADO DE EMBRIAGUEZ;8/12/2019;HOMBRE;23;ECUATORIANO
ZONA 7;LOJA;LOJA;BOLETA DE APREMIO;23/12/2019;HOMBRE;30;ECUATORIANO
ZONA 5;LOS RIOS;QUEVEDO;ROBO DE MOTOS;13/12/2019;HOMBRE;25;ECUATORIANO
ZONA 8;DMG;GUAYAQUIL;ROBO DE CARROS;11/12/2019;HOMBRE;30;ECUATORIANO
ZONA 8;DMG;GUAYAQUIL;ASOCIACIÓN ILÍCITA;18/12/2019;HOMBRE;30;ECUATORIANO
ZONA 6;AZUAY;CAMILO PONCE ENRIQUEZ;TENENCIA Y PORTE DE ARMAS;9/12/2019;HOMBRE;19;COLOMBIANO
ZONA 4;MANABI;MANTA;VIOLENCIA CONTRA LA MUJER O MIEMBROS DEL NÚCLEO FAMILIAR;1/12/2019;HOMBRE;41;ECUATORIANO
ZONA 8;DMG;GUAYAQUIL;ASESINATO;23/12/2019;HOMBRE;23;ECUATORIANO
ZONA 5;GUAYAS;BALZAR;BOLETA DE APREMIO;31/12/2019;HOMBRE;42;ECUATORIANO
ZONA 4;SANTO DOMINGO DE LOS TSACHILAS;SANTO DOMINGO;BOLETA DE APREMIO;29/12/2019;HOMBRE;38;ECUATORIANO
ZONA 5;LOS RIOS;QUEVEDO;LESIONES CAUSADAS POR ACCIDENTE DE TRÁNSITO;5/12/2019;HOMBRE;25;ECUATORIANO
ZONA 3;TUNGURAHUA;AMBATO;AGRESIÓN;25/12/2019;HOMBRE;19;ECUATORIANO
ZONA 7;EL ORO;HUAQUILLAS;RECEPTACIÓN;16/12/2019;HOMBRE;60;ECUATORIANO
ZONA 3;TUNGURAHUA;SANTIAGO DE PILLARO;VIOLENCIA CONTRA LA MUJER O MIEMBROS DEL NÚCLEO FAMILIAR;2/12/2019;HOMBRE;54;ECUATORIANO
ZONA 2;PICHINCHA;RUMIÃAHUI;CONDUCCIÓN DE VEHÍCULO EN ESTADO DE EMBRIAGUEZ;21/12/2019;HOMBRE;56;ECUATORIANO
ZONA 1;SUCUMBIOS;LAGO AGRIO;VIOLENCIA CONTRA LA MUJER O MIEMBROS DEL NÚCLEO FAMILIAR;10/12/2019;HOMBRE;21;ECUATORIANO
ZONA 5;LOS RIOS;BABAHOYO;CONTRAVENCIONES DE CUARTA CLASE;22/12/2019;HOMBRE;32;ECUATORIANO
ZONA 7;EL ORO;ARENILLAS;VIOLENCIA CONTRA LA MUJER O MIEMBROS DEL NÚCLEO FAMILIAR;22/12/2019;HOMBRE;42;VENEZOLANO
ZONA 8;DMG;GUAYAQUIL;TENENCIA Y PORTE DE ARMAS;31/12/2019;HOMBRE;34;ECUATORIANO
ZONA 1;ESMERALDAS;ATACAMES;BOLETA DE AUXILIO ;31/12/2019;HOMBRE;36;ECUATORIANO
ZONA 2;ORELLANA;LA JOYA DE LOS SACHAS;VIOLENCIA CONTRA LA MUJER O MIEMBROS DEL NÚCLEO FAMILIAR;28/12/2019;HOMBRE;30;COLOMBIANO
ZONA 9;DMQ;QUITO;ROBO A PERSONAS;2/12/2019;HOMBRE;26;ECUATORIANO
ZONA 7;LOJA;MACARA;CONDUCCIÓN DE VEHÍCULO EN ESTADO DE EMBRIAGUEZ;8/12/2019;HOMBRE;42;ECUATORIANO
ZONA 6;MORONA SANTIAGO;PALORA;CONDUCCIÓN DE VEHÍCULO EN ESTADO DE EMBRIAGUEZ;8/12/2019;HOMBRE;45;ECUATORIANO
ZONA 9;DMQ;QUITO;LESIONES CAUSADAS POR ACCIDENTE DE TRÁNSITO;9/12/2019;HOMBRE;21;ECUATORIANO
ZONA 9;DMQ;QUITO;DAÑO A BIEN AJENO;1/12/2019;HOMBRE;20;ECUATORIANO
ZONA 7;ZAMORA CHINCHIPE;YANTZAZA;BOLETA DE AUXILIO ;16/12/2019;HOMBRE;40;ECUATORIANO
ZONA 7;EL ORO;SANTA ROSA;VIOLENCIA CONTRA LA MUJER O MIEMBROS DEL NÚCLEO FAMILIAR;4/12/2019;HOMBRE;32;ECUATORIANO
ZONA 9;DMQ;QUITO;VIOLENCIA CONTRA LA MUJER O MIEMBROS DEL NÚCLEO FAMILIAR;21/12/2019;HOMBRE;30;ECUATORIANO
ZONA 8;DMG;GUAYAQUIL;TRÁFICO ILÍCITO DE SUSTANCIAS CATALOGADAS SUJETAS A FISCALIZACIÓN;20/12/2019;HOMBRE;48;ECUATORIANO
ZONA 5;GUAYAS;BALZAR;VIOLENCIA CONTRA LA MUJER O MIEMBROS DEL NÚCLEO FAMILIAR;25/12/2019;MUJER;40;ECUATORIANO
ZONA 8;DMG;GUAYAQUIL;LESIONES;29/12/2019;HOMBRE;34;ECUATORIANO
ZONA 2;PICHINCHA;RUMIÃAHUI;LESIONES CAUSADAS POR ACCIDENTE DE TRÁNSITO;20/12/2019;HOMBRE;35;ECUATORIANO
ZONA 5;SANTA ELENA;SALINAS;ROBO A UNIDADES ECONOMICAS;26/12/2019;HOMBRE;47;ECUATORIANO
ZONA 6;CAÑAR;AZOGUES;BOLETA DE APREMIO;22/12/2019;HOMBRE;30;ECUATORIANO
ZONA 9;DMQ;QUITO;VIOLENCIA CONTRA LA MUJER O MIEMBROS DEL NÚCLEO FAMILIAR;9/12/2019;HOMBRE;39;ECUATORIANO
ZONA 3;COTOPAXI;LATACUNGA;CONDUCCIÓN DE VEHÍCULO EN ESTADO DE EMBRIAGUEZ;14/12/2019;HOMBRE;26;ECUATORIANO
ZONA 3;COTOPAXI;LATACUNGA;EVASIÓN;15/12/2019;MUJER;24;ECUATORIANO
ZONA 7;EL ORO;MACHALA;LESIONES CAUSADAS POR ACCIDENTE DE TRÁNSITO;16/12/2019;HOMBRE;24;ECUATORIANO
ZONA 9;DMQ;QUITO;BOLETA DE APREMIO;7/12/2019;HOMBRE;21;ECUATORIANO
ZONA 7;ZAMORA CHINCHIPE;ZAMORA;BOLETA DE APREMIO;19/12/2019;HOMBRE;37;ECUATORIANO
ZONA 1;IMBABURA;IBARRA;LESIONES;30/12/2019;HOMBRE;27;COLOMBIANO
ZONA 5;LOS RIOS;VALENCIA;VIOLENCIA FÍSICA CONTRA LA MUJER O MIEMBROS DEL NÚCLEO FAMILIAR;15/12/2019;HOMBRE;34;ECUATORIANO
ZONA 5;LOS RIOS;QUEVEDO;VIOLENCIA FÍSICA CONTRA LA MUJER O MIEMBROS DEL NÚCLEO FAMILIAR;26/12/2019;MUJER;20;ECUATORIANO
ZONA 6;AZUAY;CUENCA;HOMICIDIO CULPOSO;15/12/2019;HOMBRE;26;VENEZOLANO
ZONA 4;SANTO DOMINGO DE LOS TSACHILAS;SANTO DOMINGO;RECEPTACIÓN;11/12/2019;HOMBRE;36;ECUATORIANO
ZONA 4;SANTO DOMINGO DE LOS TSACHILAS;SANTO DOMINGO;RECEPTACIÓN;11/12/2019;HOMBRE;35;ECUATORIANO
ZONA 7;ZAMORA CHINCHIPE;EL PANGUI;ATAQUE O RESISTENCIA;26/12/2019;HOMBRE;24;ECUATORIANO
ZONA 8;DMG;GUAYAQUIL;TENENCIA Y PORTE DE ARMAS;23/12/2019;HOMBRE;28;ECUATORIANO
ZONA 4;MANABI;JIPIJAPA;FEMICIDIO;23/12/2019;HOMBRE;47;ECUATORIANO
ZONA 5;GUAYAS;NOBOL;RECEPTACIÓN;8/12/2019;HOMBRE;41;ECUATORIANO
ZONA 1;IMBABURA;OTAVALO;CONTRAVENCIONES DE SEGUNDA CLASE;21/12/2019;HOMBRE;26;ECUATORIANO
